行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/領域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益,緯度,経度,地域マネージャー,予算,返品
5167,JP-2018-1075959,2018-03-26 00:00:00,2018-04-01 00:00:00,通常配送,谷愛-12370,谷上 愛子,消費者,堺市堺区,大阪府,日本,関西地方,事務用-保管-10000061,事務用品,保管箱,"Tenex 棚, 青",7288,2,0,170,34.6937,135.5023,金児 皐,50000000,
5168,JP-2018-1417803,2018-04-06 00:00:00,2018-04-11 00:00:00,通常配送,中大-21685,中河 大輝,小規模事業所,江別市,北海道,日本,北海道,事務用-紙-10003076,事務用品,紙,"エナーマックス 事務用品, プレミアム",3768,2,0.4,-128,43.0642,141.3469,宮前 誠,20000000,
5169,JP-2019-1563529,2019-05-31 00:00:00,2019-06-06 00:00:00,通常配送,沼和-13900,沼崎 和也,消費者,福山市,広島県,日本,中国地方,家電-電話-10003435,家電,電話機,"モトローラ 充電器, 大容量パック",85704,2,0,29136,34.3963,132.4596,雨宮 武,30000000,
5170,JP-2019-1563529,2019-05-31 00:00:00,2019-06-06 00:00:00,通常配送,沼和-13900,沼崎 和也,消費者,福山市,広島県,日本,中国地方,家具-本棚-10001395,家具,本棚,"Sauder キャビネット, メタル",22152,2,0,5092,34.3963,132.4596,雨宮 武,30000000,
5171,JP-2019-1563529,2019-05-31 00:00:00,2019-06-06 00:00:00,通常配送,沼和-13900,沼崎 和也,消費者,福山市,広島県,日本,中国地方,家具-椅子-10000996,家具,椅子,"Novimex スツール, 調整可能",22260,2,0,8680,34.3963,132.4596,雨宮 武,30000000,
5172,JP-2019-1563529,2019-05-31 00:00:00,2019-06-06 00:00:00,通常配送,沼和-13900,沼崎 和也,消費者,福山市,広島県,日本,中国地方,家具-本棚-10003279,家具,本棚,"イケア 本棚, メタル",8136,1,0,2928,34.3963,132.4596,雨宮 武,30000000,
5173,JP-2017-1430491,2017-01-14 00:00:00,2017-01-20 00:00:00,通常配送,神丈-11980,神田 丈夫,消費者,芦屋市,兵庫県,日本,関西地方,事務用-クリ-10003679,事務用品,クリップ,"Stockwell 輪ゴム, 各種サイズ",3624,4,0,1592,34.6913,135.183,金児 皐,50000000,○
5174,JP-2016-1998535,2016-10-06 00:00:00,2016-10-11 00:00:00,通常配送,漆翔-20155,漆谷 翔太,小規模事業所,門真市,大阪府,日本,関西地方,事務用-保管-10003031,事務用品,保管箱,"Rogers 棚, 青",8284,2,0,170,34.6937,135.5023,金児 皐,50000000,
5175,JP-2018-1932180,2018-10-02 00:00:00,2018-10-07 00:00:00,通常配送,東大-10585,東原 大翔,消費者,市川市,千葉県,日本,関東地方,事務用-文房-10003311,事務用品,文房具,"Kleencut カッター ナイフ, 業務用",4352.4,3,0.4,-513.6,35.6046,140.1233,中吉 孝,50000000,
5176,JP-2019-1125644,2019-05-16 00:00:00,2019-05-21 00:00:00,通常配送,稲凛-18850,稲本 凛,消費者,西宮市,兵庫県,日本,関西地方,家電-付属-10004678,家電,付属品,"サンディスク ルータ, プログラミング可能",51570,3,0,24234,34.6913,135.183,金児 皐,50000000,
5177,JP-2016-1276215,2016-06-10 00:00:00,2016-06-14 00:00:00,通常配送,戸小-16825,戸ケ崎 小百合,大企業,伊豆の国市,静岡県,日本,中部地方,事務用-アプ-10002551,事務用品,アプライアンス,"キッチンエイド コーヒーミル, 赤",8456.4,3,0.4,-5499.6,34.9769,138.3831,辻岡 美羽,40000000,
5178,JP-2016-1276215,2016-06-10 00:00:00,2016-06-14 00:00:00,通常配送,戸小-16825,戸ケ崎 小百合,大企業,伊豆の国市,静岡県,日本,中部地方,家具-家具-10002819,家具,家具,"Advantus フレーム, プレミアム",13168.8,3,0.4,-8779.2,34.9769,138.3831,辻岡 美羽,40000000,
5179,JP-2016-1276215,2016-06-10 00:00:00,2016-06-14 00:00:00,通常配送,戸小-16825,戸ケ崎 小百合,大企業,伊豆の国市,静岡県,日本,中部地方,家電-電話-10003884,家電,電話機,"アップル オフィス用電話機, 大容量パック",5229.6,2,0.4,-698.4,34.9769,138.3831,辻岡 美羽,40000000,
5180,JP-2016-3620423,2016-01-08 00:00:00,2016-01-13 00:00:00,通常配送,綿寛-19435,綿引 寛,消費者,沼津市,静岡県,日本,中部地方,家具-椅子-10000358,家具,椅子,"Office Star ロッキング チェア, 調整可能",17208,3,0.4,2004,34.9769,138.3831,辻岡 美羽,40000000,
5181,JP-2016-3620423,2016-01-08 00:00:00,2016-01-13 00:00:00,通常配送,綿寛-19435,綿引 寛,消費者,沼津市,静岡県,日本,中部地方,家電-コピ-10004451,家電,コピー機,"ヒューレット・パッカード ファックスとコピー機, カラー",31089.6,4,0.4,-13990.4,34.9769,138.3831,辻岡 美羽,40000000,
5182,JP-2016-3620423,2016-01-08 00:00:00,2016-01-13 00:00:00,通常配送,綿寛-19435,綿引 寛,消費者,沼津市,静岡県,日本,中部地方,家具-椅子-10002294,家具,椅子,"Hon 折り畳み式の椅子, 黒",6319.2,2,0.4,-212.8,34.9769,138.3831,辻岡 美羽,40000000,
5183,JP-2019-3093019,2019-08-22 00:00:00,2019-08-27 00:00:00,通常配送,西颯-11710,西見 颯太,消費者,浜松市中区,静岡県,日本,中部地方,事務用-バイ-10004115,事務用品,バインダー,"Avery とじ機, 高耐久性",22149.6,11,0.4,-9244.4,34.9769,138.3831,辻岡 美羽,40000000,
5184,JP-2019-3093019,2019-08-22 00:00:00,2019-08-27 00:00:00,通常配送,西颯-11710,西見 颯太,消費者,浜松市中区,静岡県,日本,中部地方,家具-本棚-10001017,家具,本棚,"Bush 本棚, 黒",9988.8,2,0.4,-6659.2,34.9769,138.3831,辻岡 美羽,40000000,
5185,JP-2018-2486286,2018-09-02 00:00:00,2018-09-06 00:00:00,通常配送,濱真-15550,濱 真美,小規模事業所,日野市,東京都,日本,関東地方,家具-椅子-10000770,家具,椅子,"Novimex 折り畳み式の椅子, 赤",9319.4,2,0.15,3727.4,35.6895,139.6917,中吉 孝,50000000,
5186,JP-2018-2486286,2018-09-02 00:00:00,2018-09-06 00:00:00,通常配送,濱真-15550,濱 真美,小規模事業所,日野市,東京都,日本,関東地方,家電-電話-10001195,家電,電話機,"シスコ 充電器, フル サイズ",184926,5,0.15,-32209,35.6895,139.6917,中吉 孝,50000000,
5187,JP-2018-2486286,2018-09-02 00:00:00,2018-09-06 00:00:00,通常配送,濱真-15550,濱 真美,小規模事業所,日野市,東京都,日本,関東地方,家具-家具-10004884,家具,家具,"Rubvermaid 積み重ねトレイ, 高耐久性",3768.9,3,0.15,-581.1,35.6895,139.6917,中吉 孝,50000000,
5188,JP-2016-1391096,2016-07-17 00:00:00,2016-07-23 00:00:00,通常配送,本陽-19240,本原 陽子,消費者,福山市,広島県,日本,中国地方,事務用-バイ-10002730,事務用品,バインダー,"カーディナル とじ機, クリア",6564,2,0,984,34.3963,132.4596,雨宮 武,30000000,
5189,JP-2016-1391096,2016-07-17 00:00:00,2016-07-23 00:00:00,通常配送,本陽-19240,本原 陽子,消費者,福山市,広島県,日本,中国地方,事務用-バイ-10001560,事務用品,バインダー,"ウィルソン・ジョーンズ 穴の補強テープ, エコノミー",604,2,0,124,34.3963,132.4596,雨宮 武,30000000,
5190,JP-2016-1391096,2016-07-17 00:00:00,2016-07-23 00:00:00,通常配送,本陽-19240,本原 陽子,消費者,福山市,広島県,日本,中国地方,家電-コピ-10003676,家電,コピー機,"キヤノン 無線ファックス, カラー",101360,4,0,37496,34.3963,132.4596,雨宮 武,30000000,
5191,JP-2017-2526731,2017-12-01 00:00:00,2017-12-06 00:00:00,通常配送,蛭千-11530,蛭川 千代,小規模事業所,川崎市川崎区,神奈川県,日本,関東地方,事務用-バイ-10004229,事務用品,バインダー,"カーディナル バインダー カバー, エコノミー",5600,7,0,840,35.4478,139.6425,中吉 孝,50000000,
5192,JP-2017-2526731,2017-12-01 00:00:00,2017-12-06 00:00:00,通常配送,蛭千-11530,蛭川 千代,小規模事業所,川崎市川崎区,神奈川県,日本,関東地方,家具-家具-10002412,家具,家具,"Rubvermaid ドア ストッパー, 黒",2920,1,0,962,35.4478,139.6425,中吉 孝,50000000,
5193,JP-2017-2526731,2017-12-01 00:00:00,2017-12-06 00:00:00,通常配送,蛭千-11530,蛭川 千代,小規模事業所,川崎市川崎区,神奈川県,日本,関東地方,事務用-文房-10002232,事務用品,文房具,"Stiletto はさみ, 青",7870,5,0,3620,35.4478,139.6425,中吉 孝,50000000,
5194,JP-2017-2526731,2017-12-01 00:00:00,2017-12-06 00:00:00,通常配送,蛭千-11530,蛭川 千代,小規模事業所,川崎市川崎区,神奈川県,日本,関東地方,事務用-保管-10001523,事務用品,保管箱,"Rogers 棚, フル サイズ",8288,2,0,170,35.4478,139.6425,中吉 孝,50000000,
5195,JP-2017-2526731,2017-12-01 00:00:00,2017-12-06 00:00:00,通常配送,蛭千-11530,蛭川 千代,小規模事業所,川崎市川崎区,神奈川県,日本,関東地方,家電-事務-10004720,家電,事務機器,"エプソン インクジェット, 白",143094,7,0,10010,35.4478,139.6425,中吉 孝,50000000,
5196,JP-2017-2526731,2017-12-01 00:00:00,2017-12-06 00:00:00,通常配送,蛭千-11530,蛭川 千代,小規模事業所,川崎市川崎区,神奈川県,日本,関東地方,家具-椅子-10002079,家具,椅子,"Novimex スツール, 赤",21928,2,0,2848,35.4478,139.6425,中吉 孝,50000000,
5197,JP-2017-2526731,2017-12-01 00:00:00,2017-12-06 00:00:00,通常配送,蛭千-11530,蛭川 千代,小規模事業所,川崎市川崎区,神奈川県,日本,関東地方,事務用-文房-10001857,事務用品,文房具,"Acme 定規, 長方形",1788,2,0,500,35.4478,139.6425,中吉 孝,50000000,
5198,JP-2018-1488222,2018-06-09 00:00:00,2018-06-11 00:00:00,セカンド クラス,横正-14515,横内 正博,消費者,児湯郡高鍋町,宮崎県,日本,九州,家電-付属-10000552,家電,付属品,"ロジクール キーボード, 高耐久性",9688,2,0,4648,31.9111,131.4239,矢幡 翔太,35000000,
5199,JP-2018-1488222,2018-06-09 00:00:00,2018-06-11 00:00:00,セカンド クラス,横正-14515,横内 正博,消費者,児湯郡高鍋町,宮崎県,日本,九州,事務用-クリ-10000555,事務用品,クリップ,"Accos 画鋲, 各種サイズ",5936,8,0,1184,31.9111,131.4239,矢幡 翔太,35000000,
5200,JP-2016-1227236,2016-11-15 00:00:00,2016-11-20 00:00:00,通常配送,伊美-21880,伊良部 美羽,大企業,座間市,神奈川県,日本,関東地方,家電-事務-10004623,家電,事務機器,"コニカ プリンター, マルチカラー",89280,5,0,41060,35.4478,139.6425,中吉 孝,50000000,
5201,JP-2019-1439806,2019-10-16 00:00:00,2019-10-21 00:00:00,通常配送,宮慶-19465,宮田 慶子,小規模事業所,西宮市,兵庫県,日本,関西地方,事務用-クリ-10003228,事務用品,クリップ,"Advantus クランプ, 各種サイズ",3348,3,0,1002,34.6913,135.183,金児 皐,50000000,○
5202,JP-2019-1439806,2019-10-16 00:00:00,2019-10-21 00:00:00,通常配送,宮慶-19465,宮田 慶子,小規模事業所,西宮市,兵庫県,日本,関西地方,事務用-クリ-10002920,事務用品,クリップ,"Advantus クランプ, 大容量パック",6430,5,0,380,34.6913,135.183,金児 皐,50000000,○
5203,JP-2019-1439806,2019-10-16 00:00:00,2019-10-21 00:00:00,通常配送,宮慶-19465,宮田 慶子,小規模事業所,西宮市,兵庫県,日本,関西地方,事務用-文房-10001773,事務用品,文房具,"Acme はさみ, 青",11872,7,0,462,34.6913,135.183,金児 皐,50000000,○
5204,JP-2019-1297453,2019-10-10 00:00:00,2019-10-15 00:00:00,セカンド クラス,折大-15685,折出 大翔,大企業,伊勢市,三重県,日本,関西地方,家具-椅子-10001026,家具,椅子,"SAFCO 椅子用マット, 赤",2392.8,1,0.4,-1595.2,34.7303,136.5086,金児 皐,50000000,
5205,JP-2019-1191535,2019-10-09 00:00:00,2019-10-15 00:00:00,通常配送,松桜-19300,松藤 桜,消費者,新宿区,東京都,日本,関東地方,家具-本棚-10002300,家具,本棚,"イケア 書庫, 黒",144680.2,7,0.15,11904.2,35.6895,139.6917,中吉 孝,50000000,○
5206,JP-2019-1191535,2019-10-09 00:00:00,2019-10-15 00:00:00,通常配送,松桜-19300,松藤 桜,消費者,新宿区,東京都,日本,関東地方,事務用-バイ-10002419,事務用品,バインダー,"Avery 穴の補強テープ, エコノミー",499.8,2,0.15,55.8,35.6895,139.6917,中吉 孝,50000000,○
5207,JP-2019-1930337,2019-04-16 00:00:00,2019-04-21 00:00:00,通常配送,姉彩-15490,姉川 彩乃,消費者,十和田市,青森県,日本,東北地方,事務用-保管-10002041,事務用品,保管箱,"Fellowes ボックス, メタル",6250,5,0,1310,40.8244,140.74,駒田 静香,20000000,
5208,JP-2018-1960549,2018-08-25 00:00:00,2018-08-29 00:00:00,通常配送,立茂-13870,立崎 茂,消費者,出水市,鹿児島,日本,九州,事務用-封筒-10000399,事務用品,封筒,"GlobeWeis クラフト封筒, シルバー",4100,5,0,820,,,矢幡 翔太,35000000,
5209,JP-2018-1960549,2018-08-25 00:00:00,2018-08-29 00:00:00,通常配送,立茂-13870,立崎 茂,消費者,出水市,鹿児島,日本,九州,家電-事務-10004219,家電,事務機器,"OKI データ カード プリンター, 赤",46128,4,0,9224,,,矢幡 翔太,35000000,
5210,JP-2018-1960549,2018-08-25 00:00:00,2018-08-29 00:00:00,通常配送,立茂-13870,立崎 茂,消費者,出水市,鹿児島,日本,九州,事務用-アプ-10001625,事務用品,アプライアンス,"フーバー コンロ, 白",264418,7,0,50232,,,矢幡 翔太,35000000,
5211,JP-2018-1960549,2018-08-25 00:00:00,2018-08-29 00:00:00,通常配送,立茂-13870,立崎 茂,消費者,出水市,鹿児島,日本,九州,事務用-文房-10004974,事務用品,文房具,"Elite 大型のはさみ, 業務用",9726,3,0,486,,,矢幡 翔太,35000000,
5212,JP-2018-1960549,2018-08-25 00:00:00,2018-08-29 00:00:00,通常配送,立茂-13870,立崎 茂,消費者,出水市,鹿児島,日本,九州,家具-椅子-10000839,家具,椅子,"Harbour Creations ロッキング チェア, 黒",38576,4,0,1536,,,矢幡 翔太,35000000,
5213,JP-2016-1429200,2016-05-05 00:00:00,2016-05-09 00:00:00,通常配送,古七-11725,古河 七海,消費者,新宿区,東京都,日本,関東地方,事務用-クリ-10004329,事務用品,クリップ,"OIC 輪ゴム, 各種サイズ",1645.6,2,0.15,209.6,35.6895,139.6917,中吉 孝,50000000,
5214,JP-2016-1429200,2016-05-05 00:00:00,2016-05-09 00:00:00,通常配送,古七-11725,古河 七海,消費者,新宿区,東京都,日本,関東地方,家電-事務-10001657,家電,事務機器,"パナソニック 計算機, 高耐久性",5712,2,0.15,-808,35.6895,139.6917,中吉 孝,50000000,
5215,JP-2016-1429200,2016-05-05 00:00:00,2016-05-09 00:00:00,通常配送,古七-11725,古河 七海,消費者,新宿区,東京都,日本,関東地方,事務用-ラベ-10004553,事務用品,ラベル,"Smead 丸型ラベル, 調整可能",272,1,0.15,50,35.6895,139.6917,中吉 孝,50000000,
5216,JP-2017-2087236,2017-11-22 00:00:00,2017-11-24 00:00:00,セカンド クラス,明優-11665,明石 優香,消費者,宇佐市,大分県,日本,九州,家具-椅子-10003915,家具,椅子,"Office Star 椅子用マット, 赤",4388,1,0,2150,33.2382,131.6126,矢幡 翔太,35000000,
5217,JP-2019-1750422,2019-08-23 00:00:00,2019-08-28 00:00:00,セカンド クラス,戸小-16825,戸ケ崎 小百合,大企業,旭市,千葉県,日本,関東地方,家電-電話-10001851,家電,電話機,"モトローラ オーディオ ドック, 大容量パック",20815.2,3,0.4,-11800.8,35.6046,140.1233,中吉 孝,50000000,
5218,JP-2019-1750422,2019-08-23 00:00:00,2019-08-28 00:00:00,セカンド クラス,戸小-16825,戸ケ崎 小百合,大企業,旭市,千葉県,日本,関東地方,事務用-画材-10001581,事務用品,画材,"Binney & Smith 鉛筆削り, 各種サイズ",7164,6,0.4,-4668,35.6046,140.1233,中吉 孝,50000000,
5219,JP-2019-1750422,2019-08-23 00:00:00,2019-08-28 00:00:00,セカンド クラス,戸小-16825,戸ケ崎 小百合,大企業,旭市,千葉県,日本,関東地方,事務用-ラベ-10004234,事務用品,ラベル,"Avery 丸型ラベル, 調整可能",806.4,4,0.4,-257.6,35.6046,140.1233,中吉 孝,50000000,
5220,JP-2019-1750422,2019-08-23 00:00:00,2019-08-28 00:00:00,セカンド クラス,戸小-16825,戸ケ崎 小百合,大企業,旭市,千葉県,日本,関東地方,事務用-封筒-10002770,事務用品,封筒,"Kraft 茶封筒, リサイクル",4046.4,4,0.4,-681.6,35.6046,140.1233,中吉 孝,50000000,
5221,JP-2019-1750422,2019-08-23 00:00:00,2019-08-28 00:00:00,セカンド クラス,戸小-16825,戸ケ崎 小百合,大企業,旭市,千葉県,日本,関東地方,家電-付属-10000931,家電,付属品,"ロジクール メモリ カード, プログラミング可能",20976,5,0.4,-6994,35.6046,140.1233,中吉 孝,50000000,
5222,JP-2019-1750422,2019-08-23 00:00:00,2019-08-28 00:00:00,セカンド クラス,戸小-16825,戸ケ崎 小百合,大企業,旭市,千葉県,日本,関東地方,事務用-バイ-10002852,事務用品,バインダー,"Ibico 穴の補強テープ, クリア",516,2,0.4,-140,35.6046,140.1233,中吉 孝,50000000,
5223,JP-2018-1531365,2018-10-19 00:00:00,2018-10-24 00:00:00,通常配送,立茂-13870,立崎 茂,消費者,加古川市,兵庫県,日本,関西地方,事務用-ラベ-10000595,事務用品,ラベル,"Harbour Creations ファイル フォルダ ラベル, 白",2328,4,0,184,34.6913,135.183,金児 皐,50000000,
5224,JP-2018-1531365,2018-10-19 00:00:00,2018-10-24 00:00:00,通常配送,立茂-13870,立崎 茂,消費者,加古川市,兵庫県,日本,関西地方,家具-本棚-10004408,家具,本棚,"Safco 書庫, メタル",77850,3,0,38922,34.6913,135.183,金児 皐,50000000,
5225,JP-2018-1531365,2018-10-19 00:00:00,2018-10-24 00:00:00,通常配送,立茂-13870,立崎 茂,消費者,加古川市,兵庫県,日本,関西地方,家具-家具-10000952,家具,家具,"Deflect-O 時計, プレミアム",9786,3,0,0,34.6913,135.183,金児 皐,50000000,
5226,JP-2019-3136686,2019-05-17 00:00:00,2019-05-21 00:00:00,通常配送,蛯学-17830,蛯原 学,消費者,雲南市,島根県,日本,中国地方,家具-テー-10001237,家具,テーブル,"Hon コーヒー テーブル, 白",44532.6,3,0.3,-18830.4,35.4723,133.0505,雨宮 武,30000000,
